source ID;source name;source type;mapping type;target ID;target name;target type;mapping description
S0539;Red Alert 2.0;software;uses;T1582;SMS Control;technique;[Red Alert 2.0](https://attack.mitre.org/software/S0539) can send SMS messages.(Citation: Sophos Red Alert 2.0)
S0539;Red Alert 2.0;software;uses;T1437;Standard Application Layer Protocol;technique;[Red Alert 2.0](https://attack.mitre.org/software/S0539) has communicated with the C2 using HTTP.(Citation: Sophos Red Alert 2.0)
S0539;Red Alert 2.0;software;uses;T1509;Uncommonly Used Port;technique;[Red Alert 2.0](https://attack.mitre.org/software/S0539) has communicated with the C2 over port 7878.(Citation: Sophos Red Alert 2.0)
S0539;Red Alert 2.0;software;uses;T1481;Web Service;technique;[Red Alert 2.0](https://attack.mitre.org/software/S0539) can fetch a backup C2 domain from Twitter if the primary C2 is unresponsive.(Citation: Sophos Red Alert 2.0)
S0326;RedDrop;software;uses;T1429;Capture Audio;technique;[RedDrop](https://attack.mitre.org/software/S0326) captures live recordings of the device's surroundings.(Citation: Wandera-RedDrop)
S0326;RedDrop;software;uses;T1448;Carrier Billing Fraud;technique;[RedDrop](https://attack.mitre.org/software/S0326) tricks the user into sending SMS messages to premium services and then deletes those messages.(Citation: Wandera-RedDrop)
S0326;RedDrop;software;uses;T1476;Deliver Malicious App via Other Means;technique;[RedDrop](https://attack.mitre.org/software/S0326) uses ads or other links within websites to encourage users to download the malicious apps using a complex content distribution network (CDN) and series of network redirects. [RedDrop](https://attack.mitre.org/software/S0326) also downloads additional components (APKs, JAR files) from different C2 servers.(Citation: Wandera-RedDrop)
S0326;RedDrop;software;uses;T1437;Standard Application Layer Protocol;technique;[RedDrop](https://attack.mitre.org/software/S0326) uses standard HTTP for communication and exfiltration.(Citation: Wandera-RedDrop)
S0326;RedDrop;software;uses;T1426;System Information Discovery;technique;[RedDrop](https://attack.mitre.org/software/S0326) exfiltrates details of the victim device operating system and manufacturer.(Citation: Wandera-RedDrop)
S0326;RedDrop;software;uses;T1422;System Network Configuration Discovery;technique;[RedDrop](https://attack.mitre.org/software/S0326) collects and exfiltrates information including IMEI, IMSI, MNC, MCC, nearby Wi-Fi networks, and other device and SIM-related info.(Citation: Wandera-RedDrop)
S0403;Riltok;software;uses;T1432;Access Contact List;technique;[Riltok](https://attack.mitre.org/software/S0403) can access and upload the device's contact list to the command and control server.(Citation: Kaspersky Riltok June 2019)
S0403;Riltok;software;uses;T1418;Application Discovery;technique;[Riltok](https://attack.mitre.org/software/S0403) can retrieve a list of installed applications. Installed application names are then checked against an adversary-defined list of targeted applications.(Citation: Kaspersky Riltok June 2019)
S0403;Riltok;software;uses;T1412;Capture SMS Messages;technique;[Riltok](https://attack.mitre.org/software/S0403) can intercept incoming SMS messages.(Citation: Kaspersky Riltok June 2019)
S0403;Riltok;software;uses;T1476;Deliver Malicious App via Other Means;technique;[Riltok](https://attack.mitre.org/software/S0403) is distributed via phishing SMS messages from infected devices.(Citation: Kaspersky Riltok June 2019)
S0403;Riltok;software;uses;T1516;Input Injection;technique;[Riltok](https://attack.mitre.org/software/S0403) injects input to set itself as the default SMS handler by clicking the appropriate places on the screen. It can also close or minimize targeted antivirus applications and the device security settings screen.(Citation: Kaspersky Riltok June 2019)
S0403;Riltok;software;uses;T1411;Input Prompt;technique;[Riltok](https://attack.mitre.org/software/S0403) can open a fake Google Play screen requesting bank card credentials and mimic the screen of relevant mobile banking apps to request user/bank card details.(Citation: Kaspersky Riltok June 2019)
S0403;Riltok;software;uses;T1437;Standard Application Layer Protocol;technique;[Riltok](https://attack.mitre.org/software/S0403) communicates with the command and control server using HTTP requests.(Citation: Kaspersky Riltok June 2019)
S0403;Riltok;software;uses;T1426;System Information Discovery;technique;[Riltok](https://attack.mitre.org/software/S0403) can query various details about the device, including phone number, country, mobile operator, model, root availability, and operating system version.(Citation: Kaspersky Riltok June 2019)
S0403;Riltok;software;uses;T1422;System Network Configuration Discovery;technique;[Riltok](https://attack.mitre.org/software/S0403) can query the device's IMEI.(Citation: Kaspersky Riltok June 2019)
S0411;Rotexy;software;uses;T1432;Access Contact List;technique;[Rotexy](https://attack.mitre.org/software/S0411) can access and upload the contacts list to the command and control server.(Citation: securelist rotexy 2018)
S0411;Rotexy;software;uses;T1438;Alternate Network Mediums;technique;[Rotexy](https://attack.mitre.org/software/S0411) can be controlled through SMS messages.(Citation: securelist rotexy 2018)
S0411;Rotexy;software;uses;T1418;Application Discovery;technique;[Rotexy](https://attack.mitre.org/software/S0411) retrieves a list of installed applications and sends it to the command and control server.(Citation: securelist rotexy 2018)
S0411;Rotexy;software;uses;T1412;Capture SMS Messages;technique;[Rotexy](https://attack.mitre.org/software/S0411) processes incoming SMS messages by filtering based on phone numbers, keywords, and regular expressions, focusing primarily on banks, payment systems, and mobile network operators. [Rotexy](https://attack.mitre.org/software/S0411) can also send a list of all SMS messages on the device to the command and control server.(Citation: securelist rotexy 2018)
S0411;Rotexy;software;uses;T1476;Deliver Malicious App via Other Means;technique;[Rotexy](https://attack.mitre.org/software/S0411) is distributed through phishing links sent in SMS messages as `AvitoPay.apk`.(Citation: securelist rotexy 2018)
S0411;Rotexy;software;uses;T1446;Device Lockout;technique;[Rotexy](https://attack.mitre.org/software/S0411) can lock an HTML page in the foreground, requiring the user enter credit card information that matches information previously intercepted in SMS messages, such as the last 4 digits of a credit card number. If attempts to revoke administrator permissions are detected, [Rotexy](https://attack.mitre.org/software/S0411) periodically switches off the phone screen to inhibit permission removal.(Citation: securelist rotexy 2018)
S0411;Rotexy;software;uses;T1520;Domain Generation Algorithms;technique;[Rotexy](https://attack.mitre.org/software/S0411) procedurally generates subdomains for command and control communication.(Citation: securelist rotexy 2018)
S0411;Rotexy;software;uses;T1523;Evade Analysis Environment;technique; [Rotexy](https://attack.mitre.org/software/S0411) checks if it is running in an analysis environment.(Citation: securelist rotexy 2018) 
S0411;Rotexy;software;uses;T1411;Input Prompt;technique;[Rotexy](https://attack.mitre.org/software/S0411) can use phishing overlays to capture users' credit card information.(Citation: securelist rotexy 2018)
S0411;Rotexy;software;uses;T1406;Obfuscated Files or Information;technique;Starting in 2017, the [Rotexy](https://attack.mitre.org/software/S0411) DEX file was packed with garbage strings and/or operations.(Citation: securelist rotexy 2018)
S0411;Rotexy;software;uses;T1424;Process Discovery;technique;[Rotexy](https://attack.mitre.org/software/S0411) collects information about running processes.(Citation: securelist rotexy 2018)
S0411;Rotexy;software;uses;T1582;SMS Control;technique;[Rotexy](https://attack.mitre.org/software/S0411) can automatically reply to SMS messages, and optionally delete them.(Citation: securelist rotexy 2018)
S0411;Rotexy;software;uses;T1437;Standard Application Layer Protocol;technique;[Rotexy](https://attack.mitre.org/software/S0411) can communicate with the command and control server using JSON payloads sent in HTTP POST request bodies. It can also communicate by using JSON messages sent through Google Cloud Messaging.(Citation: securelist rotexy 2018)
S0411;Rotexy;software;uses;T1521;Standard Cryptographic Protocol;technique; [Rotexy](https://attack.mitre.org/software/S0411) encrypts JSON HTTP payloads with AES.(Citation: securelist rotexy 2018) 
S0411;Rotexy;software;uses;T1508;Suppress Application Icon;technique;[Rotexy](https://attack.mitre.org/software/S0411) hides its icon after first launch.(Citation: securelist rotexy 2018)
S0411;Rotexy;software;uses;T1426;System Information Discovery;technique;[Rotexy](https://attack.mitre.org/software/S0411) collects information about the compromised device, including phone number, network operator, OS version, device model, and the device registration country.(Citation: securelist rotexy 2018)
S0411;Rotexy;software;uses;T1422;System Network Configuration Discovery;technique;[Rotexy](https://attack.mitre.org/software/S0411) collects the device's IMEI and sends it to the command and control server.(Citation: securelist rotexy 2018)
S0313;RuMMS;software;uses;T1412;Capture SMS Messages;technique;[RuMMS](https://attack.mitre.org/software/S0313) uploads incoming SMS messages to a remote command and control server.(Citation: FireEye-RuMMS)
S0313;RuMMS;software;uses;T1476;Deliver Malicious App via Other Means;technique;[RuMMS](https://attack.mitre.org/software/S0313) is delivered via an SMS message containing a link to an APK (Android application package).(Citation: FireEye-RuMMS)
S0313;RuMMS;software;uses;T1437;Standard Application Layer Protocol;technique;[RuMMS](https://attack.mitre.org/software/S0313) uses HTTP for command and control.(Citation: FireEye-RuMMS)
S0313;RuMMS;software;uses;T1426;System Information Discovery;technique;[RuMMS](https://attack.mitre.org/software/S0313) gathers device model and operating system version information and transmits it to a command and control server.(Citation: FireEye-RuMMS)
S0313;RuMMS;software;uses;T1422;System Network Configuration Discovery;technique;[RuMMS](https://attack.mitre.org/software/S0313) gathers the device phone number and IMEI and transmits them to a command and control server.(Citation: FireEye-RuMMS)
S0294;ShiftyBug;software;uses;T1404;Exploit OS Vulnerability;technique;[ShiftyBug](https://attack.mitre.org/software/S0294) is packed with at least eight publicly available exploits that can perform rooting.(Citation: Lookout-Adware)
S0294;ShiftyBug;software;uses;T1400;Modify System Partition;technique;[ShiftyBug](https://attack.mitre.org/software/S0294) is auto-rooting adware that embeds itself as a system application, making it nearly impossible to remove.(Citation: Lookout-Adware)
S0549;SilkBean;software;uses;T1433;Access Call Log;technique;[SilkBean](https://attack.mitre.org/software/S0549) can access call logs.(Citation: Lookout Uyghur Campaign)
S0549;SilkBean;software;uses;T1432;Access Contact List;technique;[SilkBean](https://attack.mitre.org/software/S0549) can access device contacts.(Citation: Lookout Uyghur Campaign)
S0549;SilkBean;software;uses;T1512;Capture Camera;technique;[SilkBean](https://attack.mitre.org/software/S0549) can access the camera on the device.(Citation: Lookout Uyghur Campaign)
S0549;SilkBean;software;uses;T1412;Capture SMS Messages;technique;[SilkBean](https://attack.mitre.org/software/S0549) can access SMS messages.(Citation: Lookout Uyghur Campaign)
S0549;SilkBean;software;uses;T1533;Data from Local System;technique;[SilkBean](https://attack.mitre.org/software/S0549) can retrieve files from external storage and can collect browser data.(Citation: Lookout Uyghur Campaign)
S0549;SilkBean;software;uses;T1447;Delete Device Data;technique;[SilkBean](https://attack.mitre.org/software/S0549) can delete various piece of device data, such as contacts, call logs, applications, SMS messages, email, plugins, and files in external storage.(Citation: Lookout Uyghur Campaign)
S0549;SilkBean;software;uses;T1407;Download New Code at Runtime;technique;[SilkBean](https://attack.mitre.org/software/S0549) can install new applications which are obtained from the C2 server.(Citation: Lookout Uyghur Campaign)
S0549;SilkBean;software;uses;T1420;File and Directory Discovery;technique;[SilkBean](https://attack.mitre.org/software/S0549) can get file lists on the SD card.(Citation: Lookout Uyghur Campaign)
S0549;SilkBean;software;uses;T1478;Install Insecure or Malicious Configuration;technique;[SilkBean](https://attack.mitre.org/software/S0549) has attempted to trick users into enabling installation of applications from unknown sources.(Citation: Lookout Uyghur Campaign)
S0549;SilkBean;software;uses;T1430;Location Tracking;technique;[SilkBean](https://attack.mitre.org/software/S0549) has access to the device’s location.(Citation: Lookout Uyghur Campaign)
S0549;SilkBean;software;uses;T1444;Masquerade as Legitimate Application;technique;[SilkBean](https://attack.mitre.org/software/S0549) has been incorporated into trojanized applications, including Uyghur/Arabic focused keyboards, alphabets, and plugins, as well as official-looking Google applications.(Citation: Lookout Uyghur Campaign)
S0549;SilkBean;software;uses;T1406;Obfuscated Files or Information;technique;[SilkBean](https://attack.mitre.org/software/S0549) has hidden malicious functionality in a second stage file and has encrypted C2 server information.(Citation: Lookout Uyghur Campaign)
S0549;SilkBean;software;uses;T1582;SMS Control;technique; [SilkBean](https://attack.mitre.org/software/S0549) can send SMS messages.(Citation: Lookout Uyghur Campaign) 
S0549;SilkBean;software;uses;T1437;Standard Application Layer Protocol;technique; [SilkBean](https://attack.mitre.org/software/S0549) has used HTTPS for C2 communication.(Citation: Lookout Uyghur Campaign) 
S0549;SilkBean;software;uses;T1521;Standard Cryptographic Protocol;technique;[SilkBean](https://attack.mitre.org/software/S0549) has used HTTPS for C2 communication.(Citation: Lookout Uyghur Campaign)
S0419;SimBad;software;uses;T1402;Broadcast Receivers;technique;[SimBad](https://attack.mitre.org/software/S0419) registers for the `BOOT_COMPLETED` and `USER_PRESENT` broadcast intents, which allows the software to perform actions after the device is booted and when the user is using the device, respectively.(Citation: CheckPoint SimBad 2019)
S0419;SimBad;software;uses;T1475;Deliver Malicious App via Authorized App Store;technique;[SimBad](https://attack.mitre.org/software/S0419) was distributed via the Google Play Store.(Citation: CheckPoint SimBad 2019)
S0419;SimBad;software;uses;T1476;Deliver Malicious App via Other Means;technique;[SimBad](https://attack.mitre.org/software/S0419) can install attacker-specified applications.(Citation: CheckPoint SimBad 2019)
S0419;SimBad;software;uses;T1472;Generate Fraudulent Advertising Revenue;technique;[SimBad](https://attack.mitre.org/software/S0419) generates fraudulent advertising revenue by displaying ads in the background and by opening the browser and displaying ads.(Citation: CheckPoint SimBad 2019)
S0419;SimBad;software;uses;T1444;Masquerade as Legitimate Application;technique;[SimBad](https://attack.mitre.org/software/S0419) was embedded into legitimate applications.(Citation: CheckPoint SimBad 2019)
S0419;SimBad;software;uses;T1508;Suppress Application Icon;technique;[SimBad](https://attack.mitre.org/software/S0419) hides its icon from the application launcher.(Citation: CheckPoint SimBad 2019)
S0327;Skygofree;software;uses;T1409;Access Stored Application Data;technique;[Skygofree](https://attack.mitre.org/software/S0327) has a capability to obtain files from other installed applications.(Citation: Kaspersky-Skygofree)
S0327;Skygofree;software;uses;T1438;Alternate Network Mediums;technique;[Skygofree](https://attack.mitre.org/software/S0327) can be controlled via binary SMS.(Citation: Kaspersky-Skygofree)
S0327;Skygofree;software;uses;T1429;Capture Audio;technique;[Skygofree](https://attack.mitre.org/software/S0327) can record audio via the microphone when an infected device is in a specified location.(Citation: Kaspersky-Skygofree)
S0327;Skygofree;software;uses;T1512;Capture Camera;technique;[Skygofree](https://attack.mitre.org/software/S0327) can record video or capture photos when an infected device is in a specified location.(Citation: Kaspersky-Skygofree)
S0327;Skygofree;software;uses;T1407;Download New Code at Runtime;technique;[Skygofree](https://attack.mitre.org/software/S0327) can download executable code from the C2 server after the implant starts or after a specific command.(Citation: Kaspersky-Skygofree)
S0327;Skygofree;software;uses;T1404;Exploit OS Vulnerability;technique;[Skygofree](https://attack.mitre.org/software/S0327) has the capability to exploit several known vulnerabilities and escalate privileges.(Citation: Kaspersky-Skygofree)
S0327;Skygofree;software;uses;T1430;Location Tracking;technique;[Skygofree](https://attack.mitre.org/software/S0327) can track the device's location.(Citation: Kaspersky-Skygofree)
S0327;Skygofree;software;uses;T1437;Standard Application Layer Protocol;technique;[Skygofree](https://attack.mitre.org/software/S0327) can be controlled via HTTP, XMPP, FirebaseCloudMessaging, or GoogleCloudMessaging in older versions.(Citation: Kaspersky-Skygofree)
S0324;SpyDealer;software;uses;T1433;Access Call Log;technique;[SpyDealer](https://attack.mitre.org/software/S0324) harvests phone call history from victims.(Citation: PaloAlto-SpyDealer)
S0324;SpyDealer;software;uses;T1432;Access Contact List;technique;[SpyDealer](https://attack.mitre.org/software/S0324) harvests contact lists from victims.(Citation: PaloAlto-SpyDealer)
S0324;SpyDealer;software;uses;T1409;Access Stored Application Data;technique;[SpyDealer](https://attack.mitre.org/software/S0324) exfiltrates data from over 40 apps such as WeChat, Facebook, WhatsApp, Skype, and others.(Citation: PaloAlto-SpyDealer)
S0324;SpyDealer;software;uses;T1438;Alternate Network Mediums;technique;[SpyDealer](https://attack.mitre.org/software/S0324) enables remote control of the victim through SMS channels.(Citation: PaloAlto-SpyDealer)
S0324;SpyDealer;software;uses;T1402;Broadcast Receivers;technique;[SpyDealer](https://attack.mitre.org/software/S0324) registers the broadcast receiver to listen for events related to device boot-up.(Citation: PaloAlto-SpyDealer)
S0324;SpyDealer;software;uses;T1429;Capture Audio;technique;[SpyDealer](https://attack.mitre.org/software/S0324) can record phone calls and surrounding audio.(Citation: PaloAlto-SpyDealer)
S0324;SpyDealer;software;uses;T1512;Capture Camera;technique;[SpyDealer](https://attack.mitre.org/software/S0324) can record video and take photos via front and rear cameras.(Citation: PaloAlto-SpyDealer)
S0324;SpyDealer;software;uses;T1412;Capture SMS Messages;technique;[SpyDealer](https://attack.mitre.org/software/S0324) harvests SMS and MMS messages from victims.(Citation: PaloAlto-SpyDealer)
S0324;SpyDealer;software;uses;T1407;Download New Code at Runtime;technique;[SpyDealer](https://attack.mitre.org/software/S0324) downloads and executes root exploits from a remote server.(Citation: PaloAlto-SpyDealer)
S0324;SpyDealer;software;uses;T1404;Exploit OS Vulnerability;technique;[SpyDealer](https://attack.mitre.org/software/S0324) uses the commercial rooting app Baidu Easy Root to gain root privilege and maintain persistence on the victim.(Citation: PaloAlto-SpyDealer)
S0324;SpyDealer;software;uses;T1430;Location Tracking;technique;[SpyDealer](https://attack.mitre.org/software/S0324) harvests location data from victims.(Citation: PaloAlto-SpyDealer)
S0324;SpyDealer;software;uses;T1400;Modify System Partition;technique;[SpyDealer](https://attack.mitre.org/software/S0324) maintains persistence by installing an Android application package (APK) on the system partition.(Citation: PaloAlto-SpyDealer)
S0324;SpyDealer;software;uses;T1513;Screen Capture;technique;[SpyDealer](https://attack.mitre.org/software/S0324) abuses Accessibility features to steal messages from popular apps such as WeChat, Skype, Viber, and QQ.(Citation: PaloAlto-SpyDealer)
S0324;SpyDealer;software;uses;T1422;System Network Configuration Discovery;technique;[SpyDealer](https://attack.mitre.org/software/S0324) harvests the device phone number, IMEI, and IMSI.(Citation: PaloAlto-SpyDealer)
S0305;SpyNote RAT;software;uses;T1432;Access Contact List;technique;[SpyNote RAT](https://attack.mitre.org/software/S0305) can view contacts.(Citation: Zscaler-SpyNote)
S0305;SpyNote RAT;software;uses;T1402;Broadcast Receivers;technique;[SpyNote RAT](https://attack.mitre.org/software/S0305) uses an Android broadcast receiver to automatically start when the device boots.(Citation: Zscaler-SpyNote)
S0305;SpyNote RAT;software;uses;T1429;Capture Audio;technique;[SpyNote RAT](https://attack.mitre.org/software/S0305) can activate the victim's microphone.(Citation: Zscaler-SpyNote)
S0305;SpyNote RAT;software;uses;T1412;Capture SMS Messages;technique;[SpyNote RAT](https://attack.mitre.org/software/S0305) can read SMS messages.(Citation: Zscaler-SpyNote)
S0305;SpyNote RAT;software;uses;T1533;Data from Local System;technique;[SpyNote RAT](https://attack.mitre.org/software/S0305) can copy files from the device to the C2 server.(Citation: Zscaler-SpyNote)
S0305;SpyNote RAT;software;uses;T1430;Location Tracking;technique;[SpyNote RAT](https://attack.mitre.org/software/S0305) collects the device's location.(Citation: Zscaler-SpyNote)
S0328;Stealth Mango;software;uses;T1435;Access Calendar Entries;technique;[Stealth Mango](https://attack.mitre.org/software/S0328) uploads calendar events and reminders.(Citation: Lookout-StealthMango)
S0328;Stealth Mango;software;uses;T1433;Access Call Log;technique;[Stealth Mango](https://attack.mitre.org/software/S0328) uploads call logs.(Citation: Lookout-StealthMango)
S0328;Stealth Mango;software;uses;T1432;Access Contact List;technique;[Stealth Mango](https://attack.mitre.org/software/S0328) uploads contact lists for various third-party applications such as Yahoo, AIM, GoogleTalk, Skype, QQ, and others.(Citation: Lookout-StealthMango)
S0328;Stealth Mango;software;uses;T1438;Alternate Network Mediums;technique;[Stealth Mango](https://attack.mitre.org/software/S0328) uses commands received from text messages for C2.(Citation: Lookout-StealthMango)
S0328;Stealth Mango;software;uses;T1418;Application Discovery;technique;[Stealth Mango](https://attack.mitre.org/software/S0328) uploads information about installed packages.(Citation: Lookout-StealthMango)
S0328;Stealth Mango;software;uses;T1429;Capture Audio;technique;[Stealth Mango](https://attack.mitre.org/software/S0328) can record audio using the device microphone.(Citation: Lookout-StealthMango)
S0328;Stealth Mango;software;uses;T1512;Capture Camera;technique;[Stealth Mango](https://attack.mitre.org/software/S0328) can record and take pictures using the front and back cameras.(Citation: Lookout-StealthMango)
S0328;Stealth Mango;software;uses;T1412;Capture SMS Messages;technique;[Stealth Mango](https://attack.mitre.org/software/S0328) uploads SMS messages.(Citation: Lookout-StealthMango)
S0328;Stealth Mango;software;uses;T1533;Data from Local System;technique;[Stealth Mango](https://attack.mitre.org/software/S0328) collected and exfiltrated data from the device, including sensitive letters/documents, stored photos, and stored audio files.(Citation: Lookout-StealthMango)
S0328;Stealth Mango;software;uses;T1456;Drive-by Compromise;technique;[Stealth Mango](https://attack.mitre.org/software/S0328) is delivered via a a watering hole website that mimics the third-party Android app store APKMonk. In at least one case, the watering hole URL was distributed through Facebook Messenger.(Citation: Lookout-StealthMango)
S0328;Stealth Mango;software;uses;T1430;Location Tracking;technique;[Stealth Mango](https://attack.mitre.org/software/S0328) can perform GPS location tracking as well as capturing coordinates as when an SMS message or call is received.(Citation: Lookout-StealthMango)
S0328;Stealth Mango;software;uses;T1582;SMS Control;technique;[Stealth Mango](https://attack.mitre.org/software/S0328) deletes incoming SMS messages from specified numbers, including those that contain particular strings.(Citation: Lookout-StealthMango)
S0328;Stealth Mango;software;uses;T1474;Supply Chain Compromise;technique;In at least one case, [Stealth Mango](https://attack.mitre.org/software/S0328) may have been installed using physical access to the device by a repair shop.(Citation: Lookout-StealthMango)
S0328;Stealth Mango;software;uses;T1422;System Network Configuration Discovery;technique;[Stealth Mango](https://attack.mitre.org/software/S0328) collects and uploads information about changes in SIM card or phone numbers on the device.(Citation: Lookout-StealthMango)
S0545;TERRACOTTA;software;uses;T1418;Application Discovery;technique;[TERRACOTTA](https://attack.mitre.org/software/S0545) can obtain a list of installed apps.(Citation: WhiteOps TERRACOTTA)
S0545;TERRACOTTA;software;uses;T1402;Broadcast Receivers;technique;[TERRACOTTA](https://attack.mitre.org/software/S0545) has registered several broadcast receivers.(Citation: WhiteOps TERRACOTTA)
S0545;TERRACOTTA;software;uses;T1407;Download New Code at Runtime;technique;[TERRACOTTA](https://attack.mitre.org/software/S0545) can download additional modules at runtime via JavaScript `eval` statements.(Citation: WhiteOps TERRACOTTA)
S0545;TERRACOTTA;software;uses;T1523;Evade Analysis Environment;technique;[TERRACOTTA](https://attack.mitre.org/software/S0545) checks whether its call stack has been modified, an indication that it is running in an analysis environment, and if so, does not decrypt its obfuscated strings(Citation: WhiteOps TERRACOTTA).
S0545;TERRACOTTA;software;uses;T1541;Foreground Persistence;technique;[TERRACOTTA](https://attack.mitre.org/software/S0545) has utilized foreground services.(Citation: WhiteOps TERRACOTTA)
S0545;TERRACOTTA;software;uses;T1472;Generate Fraudulent Advertising Revenue;technique;[TERRACOTTA](https://attack.mitre.org/software/S0545) has generated non-human advertising impressions.(Citation: WhiteOps TERRACOTTA)
S0545;TERRACOTTA;software;uses;T1516;Input Injection;technique;[TERRACOTTA](https://attack.mitre.org/software/S0545) can inject clicks to launch applications, share posts on social media, and interact with WebViews to perform fraudulent actions.(Citation: WhiteOps TERRACOTTA)
S0545;TERRACOTTA;software;uses;T1411;Input Prompt;technique;[TERRACOTTA](https://attack.mitre.org/software/S0545) has displayed a form to collect user data after installation.(Citation: WhiteOps TERRACOTTA)
S0545;TERRACOTTA;software;uses;T1575;Native Code;technique;[TERRACOTTA](https://attack.mitre.org/software/S0545) has included native modules.(Citation: WhiteOps TERRACOTTA)
S0545;TERRACOTTA;software;uses;T1406;Obfuscated Files or Information;technique;[TERRACOTTA](https://attack.mitre.org/software/S0545) has stored encoded strings.(Citation: WhiteOps TERRACOTTA)
S0545;TERRACOTTA;software;uses;T1582;SMS Control;technique;[TERRACOTTA](https://attack.mitre.org/software/S0545) can send SMS messages.(Citation: WhiteOps TERRACOTTA)
S0545;TERRACOTTA;software;uses;T1603;Scheduled Task/Job;technique;[TERRACOTTA](https://attack.mitre.org/software/S0545) has used timer events in React Native to initiate the foreground service.(Citation: WhiteOps TERRACOTTA)
S0545;TERRACOTTA;software;uses;T1422;System Network Configuration Discovery;technique;[TERRACOTTA](https://attack.mitre.org/software/S0545) has collected the device’s phone number and can check if the active network connection is metered.(Citation: WhiteOps TERRACOTTA)
S0545;TERRACOTTA;software;uses;T1481;Web Service;technique;[TERRACOTTA](https://attack.mitre.org/software/S0545) has used Firebase for C2 communication.(Citation: WhiteOps TERRACOTTA)
S0329;Tangelo;software;uses;T1433;Access Call Log;technique;[Tangelo](https://attack.mitre.org/software/S0329) contains functionality to gather call logs.(Citation: Lookout-StealthMango)
S0329;Tangelo;software;uses;T1409;Access Stored Application Data;technique;[Tangelo](https://attack.mitre.org/software/S0329) accesses databases from WhatsApp, Viber, Skype, and Line.(Citation: Lookout-StealthMango)
S0329;Tangelo;software;uses;T1429;Capture Audio;technique;[Tangelo](https://attack.mitre.org/software/S0329) contains functionality to record calls as well as the victim device's environment.(Citation: Lookout-StealthMango)
S0329;Tangelo;software;uses;T1412;Capture SMS Messages;technique;[Tangelo](https://attack.mitre.org/software/S0329) contains functionality to gather SMS messages.(Citation: Lookout-StealthMango)
S0329;Tangelo;software;uses;T1533;Data from Local System;technique;[Tangelo](https://attack.mitre.org/software/S0329) accesses browser history, pictures, and videos.(Citation: Lookout-StealthMango)
S0329;Tangelo;software;uses;T1430;Location Tracking;technique;[Tangelo](https://attack.mitre.org/software/S0329) contains functionality to gather GPS coordinates.(Citation: Lookout-StealthMango)
S0329;Tangelo;software;uses;T1422;System Network Configuration Discovery;technique;[Tangelo](https://attack.mitre.org/software/S0329) contains functionality to gather cellular IDs.(Citation: Lookout-StealthMango)
S0558;Tiktok Pro;software;uses;T1433;Access Call Log;technique;[Tiktok Pro](https://attack.mitre.org/software/S0558) can collect the device’s call logs.(Citation: Zscaler TikTok Spyware)
S0558;Tiktok Pro;software;uses;T1432;Access Contact List;technique; [Tiktok Pro](https://attack.mitre.org/software/S0558) can access the device's contact list.(Citation: Zscaler TikTok Spyware) 
S0558;Tiktok Pro;software;uses;T1418;Application Discovery;technique;[Tiktok Pro](https://attack.mitre.org/software/S0558) can obtain a list of installed applications.(Citation: Zscaler TikTok Spyware)
S0558;Tiktok Pro;software;uses;T1402;Broadcast Receivers;technique;[Tiktok Pro](https://attack.mitre.org/software/S0558) has registered for device boot, incoming, and outgoing calls broadcast intents.(Citation: Zscaler TikTok Spyware)
S0558;Tiktok Pro;software;uses;T1429;Capture Audio;technique;[Tiktok Pro](https://attack.mitre.org/software/S0558) can capture audio from the device’s microphone and can record phone calls.(Citation: Zscaler TikTok Spyware)
S0558;Tiktok Pro;software;uses;T1512;Capture Camera;technique;[Tiktok Pro](https://attack.mitre.org/software/S0558) can capture photos and videos from the device’s camera.(Citation: Zscaler TikTok Spyware)
S0558;Tiktok Pro;software;uses;T1412;Capture SMS Messages;technique;[Tiktok Pro](https://attack.mitre.org/software/S0558) can collect SMS messages from the device.(Citation: Zscaler TikTok Spyware)
S0558;Tiktok Pro;software;uses;T1605;Command-Line Interface;technique;[Tiktok Pro](https://attack.mitre.org/software/S0558) can execute commands .(Citation: Zscaler TikTok Spyware)
S0558;Tiktok Pro;software;uses;T1533;Data from Local System;technique;[Tiktok Pro](https://attack.mitre.org/software/S0558) can collect device photos and credentials from other applications.(Citation: Zscaler TikTok Spyware)
S0558;Tiktok Pro;software;uses;T1447;Delete Device Data;technique;[Tiktok Pro](https://attack.mitre.org/software/S0558) can delete attacker-specified files.(Citation: Zscaler TikTok Spyware)
S0558;Tiktok Pro;software;uses;T1476;Deliver Malicious App via Other Means;technique;[Tiktok Pro](https://attack.mitre.org/software/S0558) has been distributed via direct download on 3rd party websites, with the link sent in phishing SMS messsages.(Citation: Zscaler TikTok Spyware)
S0558;Tiktok Pro;software;uses;T1420;File and Directory Discovery;technique;[Tiktok Pro](https://attack.mitre.org/software/S0558) can list all hidden files in the `/DCIM/.dat/` directory.(Citation: Zscaler TikTok Spyware)
S0558;Tiktok Pro;software;uses;T1541;Foreground Persistence;technique;[Tiktok Pro](https://attack.mitre.org/software/S0558) has shown a persistent notification to maintain access to device sensors.(Citation: Zscaler TikTok Spyware)
S0558;Tiktok Pro;software;uses;T1411;Input Prompt;technique;[Tiktok Pro](https://attack.mitre.org/software/S0558) can launch a fake Facebook login page.(Citation: Zscaler TikTok Spyware)
