Competency ID;Competency;KSA ID;KSA
C025;Information Technology Assessment;A0038;Ability to optimize systems to meet enterprise performance requirements.
C025;Information Technology Assessment;A0170;Ability to identify critical infrastructure systems with information communication technology that were designed without system security considerations.
C026;Infrastructure Design;K0001;Knowledge of computer networking concepts and protocols, and network security methodologies. 
C026;Infrastructure Design;K0011;Knowledge of capabilities and applications of network equipment including routers, switches, bridges, servers, transmission media, and related hardware.
C026;Infrastructure Design;K0057;Knowledge of network hardware devices and functions.
C026;Infrastructure Design;K0061;Knowledge of how traffic flows across the network (e.g., Transmission Control Protocol [TCP] and Internet Protocol [IP], Open System Interconnection Model [OSI], Information Technology Infrastructure Library, current version [ITIL]).
C026;Infrastructure Design;K0170;Knowledge of critical infrastructure systems with information communication technology that were designed without system security considerations.
C026;Infrastructure Design;K0322;Knowledge of embedded systems.
C026;Infrastructure Design;K0332;Knowledge of network protocols such as TCP/IP, Dynamic Host Configuration, Domain Name System (DNS), and directory services.
C026;Infrastructure Design;K0333;Knowledge of network design processes, to include understanding of security objectives, operational objectives, and trade-offs.
C026;Infrastructure Design;K0565;Knowledge of the common networking and routing protocols (e.g. TCP/IP), services (e.g., web, mail, DNS), and how they interact to provide network communications.
C031;Mathematical Reasoning;K0015;Knowledge of computer algorithms.
C031;Mathematical Reasoning;K0052;Knowledge of mathematics (e.g. logarithms, trigonometry, linear algebra, calculus, statistics, and operational analysis).
C031;Mathematical Reasoning;K0325;Knowledge of Information Theory (e.g., source coding, channel coding, algorithm complexity theory, and data compression).
C032;Modeling and Simulation;S0050;Skill in design modeling and building use cases (e.g., unified modeling language).
C033;Network Management;K0180;Knowledge of network systems management principles, models, methods (e.g., end-to-end systems performance monitoring), and tools.
C034;Operating Systems;K0060;Knowledge of operating systems.
C043;Requirements Analysis;K0008;Knowledge of applicable business processes and operations of customer organizations.
C043;Requirements Analysis;K0012;Knowledge of capabilities and requirements analysis.
C043;Requirements Analysis;S0152;Skill in translating operational requirements into protection needs (i.e., security controls).
C045;Software Development;K0082;Knowledge of software engineering.
C045;Software Development;K0286;Knowledge of N-tiered typologies (e.g. including server and client operating systems).
C048;System Administration;K0227;Knowledge of various types of computer architectures.
C048;System Administration;K0275;Knowledge of configuration management techniques.
C048;System Administration;K0323;Knowledge of system fault tolerance methodologies.
C048;System Administration;A0049;Ability to apply secure system design tools, methods and techniques.
C048;System Administration;A0050;Ability to apply system design tools, methods, and techniques, including automated systems analysis and design tools.
C049;Systems Integration;K0035;Knowledge of installation, integration, and optimization of system components.
C049;Systems Integration;K0036;Knowledge of human-computer interaction principles.
C049;Systems Integration;K0092;Knowledge of technology integration processes.
C049;Systems Integration;K0102;Knowledge of the systems engineering process.
C049;Systems Integration;S0024;Skill in designing the integration of hardware and software solutions.
C050;Systems Testing and Evaluation;K0091;Knowledge of systems testing and evaluation methods.
C050;Systems Testing and Evaluation;S0061;Skill in writing test plans.
C053;Technology Awareness;K0059;Knowledge of new and emerging information technology (IT) and cybersecurity technologies.
C053;Technology Awareness;K0071;Knowledge of remote access technology concepts.
C053;Technology Awareness;K0212;Knowledge of cybersecurity-enabled software products.
C054;Telecommunications;K0010;Knowledge of communication methods, principles, and concepts that support the network infrastructure.
C054;Telecommunications;K0093;Knowledge of telecommunications concepts (e.g., Communications channel, Systems Link Budgeting, Spectral efficiency, Multiplexing).
C054;Telecommunications;K0374;WITHDRAWN: Knowledge of basic structure, architecture, and design of modern digital and telephony networks. (See K0599)
C055;Threat Analysis;S0022;Skill in designing countermeasures to identified security risks.
C057;Vulnerabilities Assessment;K0005;Knowledge of cyber threats and vulnerabilities. 
C057;Vulnerabilities Assessment;K0006;Knowledge of specific operational impacts of cybersecurity lapses.
C057;Vulnerabilities Assessment;K0009;Knowledge of application vulnerabilities.
C057;Vulnerabilities Assessment;K0013;Knowledge of cyber defense and vulnerability assessment tools and their capabilities.
C057;Vulnerabilities Assessment;A0015;Ability to conduct vulnerability scans and recognize vulnerabilities in security systems.
C002;Business Continuity;K0032;Knowledge of resiliency and redundancy.
C010;Contracting/Procurement;K0126;Knowledge of Supply Chain Risk Management Practices (NIST SP 800-161)
C010;Contracting/Procurement;A0056;Ability to ensure security practices are followed throughout the acquisition process.
C014;Data Privacy and Protection;K0066;Knowledge of Privacy Impact Assessments.
C014;Data Privacy and Protection;K0260;Knowledge of Personally Identifiable Information (PII) data security standards.
C014;Data Privacy and Protection;K0261;Knowledge of Payment Card Industry (PCI) data security standards.
C014;Data Privacy and Protection;K0262;Knowledge of Personal Health Information (PHI) data security standards.
C030;Legal, Government, and Jurisprudence;K0003;Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. 
C037;Organizational Awareness;A0119;Ability to understand the basic concepts and issues related to cyber and its organizational impact.
C038;Policy Management;S0145;Skill in integrating and applying policies that meet system security objectives.
C044;Risk Management;K0002;Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).
C044;Risk Management;K0084;Knowledge of structured analysis principles and methods.
C044;Risk Management;K0169;Knowledge of information technology (IT) supply chain security and supply chain risk management policies, requirements, and procedures.
C011;Critical Thinking;A0108;Ability to understand objectives and effects.
C028;Interpersonal Skills;A0074;Ability to collaborate effectively with others.
C028;Interpersonal Skills;A0089;Ability to function in a collaborative environment, seeking continuous consultation with other analysts and experts—both internal and external to the organization—to leverage analytical and technical expertise.
C028;Interpersonal Skills;A0098;Ability to participate as a member of planning teams, coordination groups, and task forces as necessary.
C036;Oral Communication;A0012;Ability to ask clarifying questions.
C039;Presenting Effectively;A0013;Ability to communicate complex information, concepts, or ideas in a confident and well-organized manner through verbal, written, and/or visual means. 
C060;Written Communication;A0019;Ability to produce technical documentation.
C006;Computer Languages;K0139;Knowledge of interpreted and compiled computer languages.
C007;Computer Network Defense;S0023;Skill in designing security controls based on cybersecurity principles and tenets.
C008;Computers and Electronics;K0030;Knowledge of electrical engineering as applied to computer architecture (e.g., circuit boards, processors, chips, and computer hardware).
C008;Computers and Electronics;K0055;Knowledge of microprocessors.
C016;Database Management Systems;K0024;Knowledge of database systems.
C017;Encryption;K0018;Knowledge of encryption algorithms 
C017;Encryption;K0308;Knowledge of cryptology.
C018;Enterprise Architecture;K0063;Knowledge of parallel and distributed computing concepts.
C018;Enterprise Architecture;K0067;Knowledge of process engineering concepts.
C018;Enterprise Architecture;K0200;Knowledge of service management concepts for networks and related standards (e.g., Information Technology Infrastructure Library, current version [ITIL]).
C018;Enterprise Architecture;A0008;Ability to apply the methods, standards, and approaches for describing, analyzing, and documenting an organization's enterprise information technology (IT) architecture (e.g., Open Group Architecture Framework [TOGAF], Department of Defense Architecture Framework [DoDAF], Federal Enterprise Architecture Framework [FEAF]).
C018;Enterprise Architecture;A0061;Ability to design architectures and frameworks.
C020;Identity Management;K0056;Knowledge of network access, identity, and access management (e.g., public key infrastructure, Oauth, OpenID, SAML, SPML).
C020;Identity Management;K0065;Knowledge of policy-based and risk adaptive access controls.
C020;Identity Management;K0336;Knowledge of access authentication methods.
C020;Identity Management;S0031;Skill in developing and applying security system access controls.
C022;Information Assurance;K0027;Knowledge of organization's enterprise information security architecture.
C022;Information Assurance;K0044;Knowledge of cybersecurity and privacy principles and organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).
C022;Information Assurance;K0203;Knowledge of security models (e.g., Bell-LaPadula model, Biba integrity model, Clark-Wilson integrity model).
C022;Information Assurance;S0367;Skill to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).
C022;Information Assurance;A0123;Ability to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).
C023;Information Management;K0287;Knowledge of an organization's information classification program and procedures for information compromise.
C024;Information Systems/Network Security;K0004;Knowledge of cybersecurity and privacy principles.
C024;Information Systems/Network Security;K0045;Knowledge of information security systems engineering principles (NIST SP 800-160).
C024;Information Systems/Network Security;K0049;Knowledge of information technology (IT) security principles and methods (e.g., firewalls, demilitarized zones, encryption). 
C024;Information Systems/Network Security;K0179;Knowledge of network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth).
C024;Information Systems/Network Security;K0276;Knowledge of security management.
C024;Information Systems/Network Security;S0034;Skill in discerning the protection needs (i.e., security controls) of information systems and networks.
C024;Information Systems/Network Security;A0048;Ability to apply network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth).
C025;Information Technology Assessment;S0085;Skill in conducting audits or reviews of technical systems.
C025;Information Technology Assessment;A0170;Ability to identify critical infrastructure systems with information communication technology that were designed without system security considerations.
C026;Infrastructure Design;K0001;Knowledge of computer networking concepts and protocols, and network security methodologies. 
C026;Infrastructure Design;K0050;Knowledge of local area and wide area networking principles and concepts including bandwidth management.
C026;Infrastructure Design;K0061;Knowledge of how traffic flows across the network (e.g., Transmission Control Protocol [TCP] and Internet Protocol [IP], Open System Interconnection Model [OSI], Information Technology Infrastructure Library, current version [ITIL]).
C026;Infrastructure Design;K0170;Knowledge of critical infrastructure systems with information communication technology that were designed without system security considerations.
C026;Infrastructure Design;K0322;Knowledge of embedded systems.
C026;Infrastructure Design;K0332;Knowledge of network protocols such as TCP/IP, Dynamic Host Configuration, Domain Name System (DNS), and directory services.
C026;Infrastructure Design;K0333;Knowledge of network design processes, to include understanding of security objectives, operational objectives, and trade-offs.
C031;Mathematical Reasoning;K0015;Knowledge of computer algorithms.
C031;Mathematical Reasoning;K0052;Knowledge of mathematics (e.g. logarithms, trigonometry, linear algebra, calculus, statistics, and operational analysis).
C031;Mathematical Reasoning;K0325;Knowledge of Information Theory (e.g., source coding, channel coding, algorithm complexity theory, and data compression).
C032;Modeling and Simulation;S0160;Skill in the use of design modeling (e.g., unified modeling language).
C033;Network Management;K0180;Knowledge of network systems management principles, models, methods (e.g., end-to-end systems performance monitoring), and tools.
C034;Operating Systems;K0060;Knowledge of operating systems.
C040;Problem Solving;A0040;Ability to translate data and test results into evaluative conclusions.
C045;Software Development;K0081;Knowledge of software development models (e.g., Waterfall Model, Spiral Model).
C045;Software Development;K0082;Knowledge of software engineering.
C048;System Administration;K0073;Knowledge of secure configuration management techniques. (e.g., Security Technical Implementation Guides (STIGs), cybersecurity best practices on cisecurity.org).
C048;System Administration;A0049;Ability to apply secure system design tools, methods and techniques.
C048;System Administration;A0050;Ability to apply system design tools, methods, and techniques, including automated systems analysis and design tools.
C049;Systems Integration;K0035;Knowledge of installation, integration, and optimization of system components.
C049;Systems Integration;K0036;Knowledge of human-computer interaction principles.
C049;Systems Integration;K0086;Knowledge of system design tools, methods, and techniques, including automated systems analysis and design tools.
C049;Systems Integration;K0087;Knowledge of system software and organizational design standards, policies, and authorized approaches (e.g., International Organization for Standardization [ISO] guidelines) relating to system design.
C049;Systems Integration;K0090;Knowledge of system life cycle management principles, including software security and usability.
C049;Systems Integration;K0102;Knowledge of the systems engineering process.
C049;Systems Integration;S0024;Skill in designing the integration of hardware and software solutions.
C050;Systems Testing and Evaluation;K0028;Knowledge of organization's evaluation and validation requirements.
C050;Systems Testing and Evaluation;K0091;Knowledge of systems testing and evaluation methods.
C050;Systems Testing and Evaluation;A0026;Ability to analyze test data.
C054;Telecommunications;K0093;Knowledge of telecommunications concepts (e.g., Communications channel, Systems Link Budgeting, Spectral efficiency, Multiplexing).
C055;Threat Analysis;K0297;Knowledge of countermeasure design for identified security risks.
C055;Threat Analysis;S0022;Skill in designing countermeasures to identified security risks.
C057;Vulnerabilities Assessment;K0005;Knowledge of cyber threats and vulnerabilities. 
C057;Vulnerabilities Assessment;K0006;Knowledge of specific operational impacts of cybersecurity lapses.
C057;Vulnerabilities Assessment;S0001;Skill in conducting vulnerability scans and recognizing vulnerabilities in security systems.
C057;Vulnerabilities Assessment;S0036;Skill in evaluating the adequacy of security designs.
C057;Vulnerabilities Assessment;A0001;Ability to identify systemic security issues based on the analysis of vulnerability and configuration data.
C057;Vulnerabilities Assessment;A0015;Ability to conduct vulnerability scans and recognize vulnerabilities in security systems.
C002;Business Continuity;K0032;Knowledge of resiliency and redundancy.
C010;Contracting/Procurement;K0126;Knowledge of Supply Chain Risk Management Practices (NIST SP 800-161)
C014;Data Privacy and Protection;K0066;Knowledge of Privacy Impact Assessments.
C014;Data Privacy and Protection;K0260;Knowledge of Personally Identifiable Information (PII) data security standards.
C014;Data Privacy and Protection;K0261;Knowledge of Payment Card Industry (PCI) data security standards.
C014;Data Privacy and Protection;K0262;Knowledge of Personal Health Information (PHI) data security standards.
C030;Legal, Government, and Jurisprudence;K0003;Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. 
C038;Policy Management;S0018;Skill in creating policies that reflect system security objectives.
C038;Policy Management;S0145;Skill in integrating and applying policies that meet system security objectives.
C044;Risk Management;K0002;Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).
C044;Risk Management;K0084;Knowledge of structured analysis principles and methods.
C044;Risk Management;K0169;Knowledge of information technology (IT) supply chain security and supply chain risk management policies, requirements, and procedures.
C006;Computer Languages;K0139;Knowledge of interpreted and compiled computer languages.
C006;Computer Languages;S0060;Skill in writing code in a currently supported programming language (e.g., Java, C++).
C007;Computer Network Defense;S0023;Skill in designing security controls based on cybersecurity principles and tenets.
C007;Computer Network Defense;S0025;Skill in detecting host and network based intrusions via intrusion detection technologies (e.g., Snort).
C008;Computers and Electronics;K0030;Knowledge of electrical engineering as applied to computer architecture (e.g., circuit boards, processors, chips, and computer hardware).
C008;Computers and Electronics;K0055;Knowledge of microprocessors.
C016;Database Management Systems;K0024;Knowledge of database systems.
C017;Encryption;K0018;Knowledge of encryption algorithms 
C017;Encryption;K0308;Knowledge of cryptology.
C018;Enterprise Architecture;K0063;Knowledge of parallel and distributed computing concepts.
C018;Enterprise Architecture;K0067;Knowledge of process engineering concepts.
C018;Enterprise Architecture;K0200;Knowledge of service management concepts for networks and related standards (e.g., Information Technology Infrastructure Library, current version [ITIL]).
C020;Identity Management;K0056;Knowledge of network access, identity, and access management (e.g., public key infrastructure, Oauth, OpenID, SAML, SPML).
C020;Identity Management;K0065;Knowledge of policy-based and risk adaptive access controls.
C020;Identity Management;K0336;Knowledge of access authentication methods.
C020;Identity Management;S0031;Skill in developing and applying security system access controls.
C022;Information Assurance;K0027;Knowledge of organization's enterprise information security architecture.
C022;Information Assurance;K0044;Knowledge of cybersecurity and privacy principles and organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).
C022;Information Assurance;K0203;Knowledge of security models (e.g., Bell-LaPadula model, Biba integrity model, Clark-Wilson integrity model).
C022;Information Assurance;S0367;Skill to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).
C022;Information Assurance;A0123;Ability to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).
C023;Information Management;K0287;Knowledge of an organization's information classification program and procedures for information compromise.
C024;Information Systems/Network Security;K0004;Knowledge of cybersecurity and privacy principles.
C024;Information Systems/Network Security;K0045;Knowledge of information security systems engineering principles (NIST SP 800-160).
C024;Information Systems/Network Security;K0049;Knowledge of information technology (IT) security principles and methods (e.g., firewalls, demilitarized zones, encryption). 
C024;Information Systems/Network Security;K0179;Knowledge of network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth).
C024;Information Systems/Network Security;K0276;Knowledge of security management.
C024;Information Systems/Network Security;S0034;Skill in discerning the protection needs (i.e., security controls) of information systems and networks.
C024;Information Systems/Network Security;S0097;Skill in applying security controls.
C025;Information Technology Assessment;S0085;Skill in conducting audits or reviews of technical systems.
C025;Information Technology Assessment;S0146;Skill in creating policies that enable systems to meet performance objectives (e.g. traffic routing, SLA's, CPU specifications).
C025;Information Technology Assessment;A0170;Ability to identify critical infrastructure systems with information communication technology that were designed without system security considerations.
C026;Infrastructure Design;K0001;Knowledge of computer networking concepts and protocols, and network security methodologies. 
C026;Infrastructure Design;K0050;Knowledge of local area and wide area networking principles and concepts including bandwidth management.
C026;Infrastructure Design;K0061;Knowledge of how traffic flows across the network (e.g., Transmission Control Protocol [TCP] and Internet Protocol [IP], Open System Interconnection Model [OSI], Information Technology Infrastructure Library, current version [ITIL]).
C026;Infrastructure Design;K0170;Knowledge of critical infrastructure systems with information communication technology that were designed without system security considerations.
C026;Infrastructure Design;K0322;Knowledge of embedded systems.
C026;Infrastructure Design;K0332;Knowledge of network protocols such as TCP/IP, Dynamic Host Configuration, Domain Name System (DNS), and directory services.
C026;Infrastructure Design;K0333;Knowledge of network design processes, to include understanding of security objectives, operational objectives, and trade-offs.
C031;Mathematical Reasoning;K0015;Knowledge of computer algorithms.
C031;Mathematical Reasoning;K0052;Knowledge of mathematics (e.g. logarithms, trigonometry, linear algebra, calculus, statistics, and operational analysis).
C031;Mathematical Reasoning;K0325;Knowledge of Information Theory (e.g., source coding, channel coding, algorithm complexity theory, and data compression).
C032;Modeling and Simulation;S0160;Skill in the use of design modeling (e.g., unified modeling language).
C033;Network Management;K0180;Knowledge of network systems management principles, models, methods (e.g., end-to-end systems performance monitoring), and tools.
C033;Network Management;K0207;Knowledge of circuit analysis.
C033;Network Management;S0136;Skill in network systems management principles, models, methods (e.g., end-to-end systems performance monitoring), and tools.
C034;Operating Systems;K0060;Knowledge of operating systems.
C045;Software Development;K0081;Knowledge of software development models (e.g., Waterfall Model, Spiral Model).
C045;Software Development;K0082;Knowledge of software engineering.
C048;System Administration;K0073;Knowledge of secure configuration management techniques. (e.g., Security Technical Implementation Guides (STIGs), cybersecurity best practices on cisecurity.org).
C048;System Administration;K0227;Knowledge of various types of computer architectures.
C049;Systems Integration;K0035;Knowledge of installation, integration, and optimization of system components.
C049;Systems Integration;K0036;Knowledge of human-computer interaction principles.
C049;Systems Integration;K0086;Knowledge of system design tools, methods, and techniques, including automated systems analysis and design tools.
C049;Systems Integration;K0087;Knowledge of system software and organizational design standards, policies, and authorized approaches (e.g., International Organization for Standardization [ISO] guidelines) relating to system design.
C049;Systems Integration;K0090;Knowledge of system life cycle management principles, including software security and usability.
C049;Systems Integration;K0102;Knowledge of the systems engineering process.
C049;Systems Integration;S0024;Skill in designing the integration of hardware and software solutions.
C050;Systems Testing and Evaluation;K0028;Knowledge of organization's evaluation and validation requirements.
C050;Systems Testing and Evaluation;K0091;Knowledge of systems testing and evaluation methods.
C053;Technology Awareness;K0212;Knowledge of cybersecurity-enabled software products.
C054;Telecommunications;K0093;Knowledge of telecommunications concepts (e.g., Communications channel, Systems Link Budgeting, Spectral efficiency, Multiplexing).
C055;Threat Analysis;K0297;Knowledge of countermeasure design for identified security risks.
C055;Threat Analysis;S0022;Skill in designing countermeasures to identified security risks.
C057;Vulnerabilities Assessment;K0005;Knowledge of cyber threats and vulnerabilities. 
C057;Vulnerabilities Assessment;K0006;Knowledge of specific operational impacts of cybersecurity lapses.
C057;Vulnerabilities Assessment;S0036;Skill in evaluating the adequacy of security designs.
C002;Business Continuity;K0032;Knowledge of resiliency and redundancy.
C010;Contracting/Procurement;K0126;Knowledge of Supply Chain Risk Management Practices (NIST SP 800-161)
C010;Contracting/Procurement;K0163;Knowledge of critical information technology (IT) procurement requirements.
C014;Data Privacy and Protection;K0066;Knowledge of Privacy Impact Assessments.
C030;Legal, Government, and Jurisprudence;K0003;Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. 
C030;Legal, Government, and Jurisprudence;K0168;Knowledge of applicable laws, statutes (e.g., in Titles 10, 18, 32, 50 in U.S. Code), Presidential Directives, executive branch guidelines, and/or administrative/criminal legal guidelines and procedures.
C030;Legal, Government, and Jurisprudence;K0267;Knowledge of laws, policies, procedures, or governance relevant to cybersecurity for critical infrastructures.
C044;Risk Management;K0002;Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).
C044;Risk Management;K0169;Knowledge of information technology (IT) supply chain security and supply chain risk management policies, requirements, and procedures.
C056;Third Party Oversight/Acquisition Management;K0164;Knowledge of functionality, quality, and security requirements and how these will apply to specific items of supply (i.e., elements and processes).
C008;Computers and Electronics;K0055;Knowledge of microprocessors.
C012;Data Analysis;K0043;Knowledge of industry-standard and organizationally accepted analysis principles and methods.
C015;Database Administration;K0622;Knowledge of controls related to the use, processing, storage, and transmission of data.
C017;Encryption;K0018;Knowledge of encryption algorithms 
C017;Encryption;K0019;Knowledge of cryptography and cryptographic key management concepts 
C018;Enterprise Architecture;K0047;Knowledge of information technology (IT) architectural concepts and frameworks.
C018;Enterprise Architecture;K0063;Knowledge of parallel and distributed computing concepts.
C018;Enterprise Architecture;K0067;Knowledge of process engineering concepts.
C018;Enterprise Architecture;K0101;Knowledge of the organization’s enterprise information technology (IT) goals and objectives.
C018;Enterprise Architecture;K0200;Knowledge of service management concepts for networks and related standards (e.g., Information Technology Infrastructure Library, current version [ITIL]).
C018;Enterprise Architecture;S0005;Skill in applying and incorporating information technologies into proposed solutions.
C020;Identity Management;K0056;Knowledge of network access, identity, and access management (e.g., public key infrastructure, Oauth, OpenID, SAML, SPML).
C022;Information Assurance;K0038;Knowledge of cybersecurity and privacy principles used to manage risks related to the use, processing, storage, and transmission of information or data.
C022;Information Assurance;K0044;Knowledge of cybersecurity and privacy principles and organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).
C022;Information Assurance;K0074;Knowledge of key concepts in security management (e.g., Release Management, Patch Management).
C022;Information Assurance;S0006;Skill in applying confidentiality, integrity, and availability principles.
C022;Information Assurance;S0367;Skill to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).
C022;Information Assurance;A0123;Ability to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).
C023;Information Management;K0287;Knowledge of an organization's information classification program and procedures for information compromise.
C024;Information Systems/Network Security;K0004;Knowledge of cybersecurity and privacy principles.
C024;Information Systems/Network Security;K0045;Knowledge of information security systems engineering principles (NIST SP 800-160).
C025;Information Technology Assessment;A0170;Ability to identify critical infrastructure systems with information communication technology that were designed without system security considerations.
C026;Infrastructure Design;K0001;Knowledge of computer networking concepts and protocols, and network security methodologies. 
C026;Infrastructure Design;K0061;Knowledge of how traffic flows across the network (e.g., Transmission Control Protocol [TCP] and Internet Protocol [IP], Open System Interconnection Model [OSI], Information Technology Infrastructure Library, current version [ITIL]).
C026;Infrastructure Design;K0170;Knowledge of critical infrastructure systems with information communication technology that were designed without system security considerations.
C026;Infrastructure Design;K0332;Knowledge of network protocols such as TCP/IP, Dynamic Host Configuration, Domain Name System (DNS), and directory services.
C026;Infrastructure Design;K0333;Knowledge of network design processes, to include understanding of security objectives, operational objectives, and trade-offs.
C031;Mathematical Reasoning;K0325;Knowledge of Information Theory (e.g., source coding, channel coding, algorithm complexity theory, and data compression).
C032;Modeling and Simulation;S0050;Skill in design modeling and building use cases (e.g., unified modeling language).
C033;Network Management;K0180;Knowledge of network systems management principles, models, methods (e.g., end-to-end systems performance monitoring), and tools.
C034;Operating Systems;K0060;Knowledge of operating systems.
C043;Requirements Analysis;K0008;Knowledge of applicable business processes and operations of customer organizations.
C043;Requirements Analysis;K0012;Knowledge of capabilities and requirements analysis.
C043;Requirements Analysis;S0010;Skill in conducting capabilities and requirements analysis.
C043;Requirements Analysis;A0064;Ability to interpret and translate customer requirements into operational capabilities. 
C048;System Administration;K0073;Knowledge of secure configuration management techniques. (e.g., Security Technical Implementation Guides (STIGs), cybersecurity best practices on cisecurity.org).
C049;Systems Integration;K0035;Knowledge of installation, integration, and optimization of system components.
C049;Systems Integration;K0086;Knowledge of system design tools, methods, and techniques, including automated systems analysis and design tools.
C049;Systems Integration;K0087;Knowledge of system software and organizational design standards, policies, and authorized approaches (e.g., International Organization for Standardization [ISO] guidelines) relating to system design.
C049;Systems Integration;K0090;Knowledge of system life cycle management principles, including software security and usability.
C049;Systems Integration;K0102;Knowledge of the systems engineering process.
C050;Systems Testing and Evaluation;K0091;Knowledge of systems testing and evaluation methods.
C050;Systems Testing and Evaluation;S0008;Skill in applying organization-specific systems analysis principles and techniques.
C050;Systems Testing and Evaluation;S0134;Skill in conducting reviews of systems.
C053;Technology Awareness;K0059;Knowledge of new and emerging information technology (IT) and cybersecurity technologies.
C054;Telecommunications;K0093;Knowledge of telecommunications concepts (e.g., Communications channel, Systems Link Budgeting, Spectral efficiency, Multiplexing).
C057;Vulnerabilities Assessment;K0005;Knowledge of cyber threats and vulnerabilities. 
C057;Vulnerabilities Assessment;K0006;Knowledge of specific operational impacts of cybersecurity lapses.
C010;Contracting/Procurement;K0126;Knowledge of Supply Chain Risk Management Practices (NIST SP 800-161)
C019;External Awareness;K0288;Knowledge of industry standard security models.
C030;Legal, Government, and Jurisprudence;K0003;Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. 
C030;Legal, Government, and Jurisprudence;K0267;Knowledge of laws, policies, procedures, or governance relevant to cybersecurity for critical infrastructures.
C044;Risk Management;K0002;Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).
C044;Risk Management;K0169;Knowledge of information technology (IT) supply chain security and supply chain risk management policies, requirements, and procedures.
C039;Presenting Effectively;A0018;Ability to prepare and present briefings.
C060;Written Communication;A0019;Ability to produce technical documentation.
C005;Computer Forensics;K0268;Knowledge of forensic footprint identification.
C007;Computer Network Defense;K0202;Knowledge of the application firewall concepts and functions (e.g., Single point of authentication/audit/policy enforcement, message scanning for malicious content, data anonymization for PCI and PII compliance, data loss protection scanning, accelerated cryptographic operations, SSL security, REST/JSON processing).
C012;Data Analysis;S0017;Skill in creating and utilizing mathematical or statistical models.
C012;Data Analysis;S0072;Skill in using scientific rules and methods to solve problems.
C017;Encryption;K0019;Knowledge of cryptography and cryptographic key management concepts 
C018;Enterprise Architecture;K0321;Knowledge of engineering concepts as applied to computer architecture and associated computer hardware/software.
C018;Enterprise Architecture;S0005;Skill in applying and incorporating information technologies into proposed solutions.
C024;Information Systems/Network Security;K0004;Knowledge of cybersecurity and privacy principles.
C024;Information Systems/Network Security;K0179;Knowledge of network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth).
C025;Information Technology Assessment;A0170;Ability to identify critical infrastructure systems with information communication technology that were designed without system security considerations.
C026;Infrastructure Design;K0001;Knowledge of computer networking concepts and protocols, and network security methodologies. 
C026;Infrastructure Design;K0170;Knowledge of critical infrastructure systems with information communication technology that were designed without system security considerations.
C026;Infrastructure Design;K0174;Knowledge of networking protocols.
C026;Infrastructure Design;K0296;Knowledge of capabilities, applications, and potential vulnerabilities of network equipment including hubs, routers, switches, bridges, servers, transmission media, and related hardware.
C027;Intelligence Analysis;K0209;Knowledge of covert communication techniques.
C034;Operating Systems;K0271;Knowledge of operating system structures and internals (e.g., process management, directory structure, installed applications).
C035;Operations Support;K0499;Knowledge of operations security.
C045;Software Development;K0172;Knowledge of middleware (e.g., enterprise service bus and message queuing).
C045;Software Development;S0172;Skill in applying secure coding techniques. 
C049;Systems Integration;K0090;Knowledge of system life cycle management principles, including software security and usability.
C049;Systems Integration;S0140;Skill in applying the systems engineering process.
C049;Systems Integration;S0148;Skill in designing the integration of technology processes and solutions, including legacy systems and modern programming languages. 
C053;Technology Awareness;K0059;Knowledge of new and emerging information technology (IT) and cybersecurity technologies.
C054;Telecommunications;K0269;Knowledge of mobile communications architecture.
C055;Threat Analysis;K0171;Knowledge of hardware reverse engineering techniques.
C055;Threat Analysis;K0175;Knowledge of software reverse engineering techniques.
C057;Vulnerabilities Assessment;K0005;Knowledge of cyber threats and vulnerabilities. 
C057;Vulnerabilities Assessment;K0006;Knowledge of specific operational impacts of cybersecurity lapses.
C057;Vulnerabilities Assessment;K0009;Knowledge of application vulnerabilities.
C057;Vulnerabilities Assessment;K0272;Knowledge of network analysis tools used to identify software communications vulnerabilities.
